run_id,cast,argument,case,case_label,role1_model,role2_model,builder_model,role1_hears_other,role1_hears_builder,role2_hears_other,role2_hears_builder,opens,solo,confer_turns,built_id,built_name,ground,builtB_id,builtB_name,built_props,builtB_props,role1_needs,role2_needs,role1_met,role2_met,role1_met_n,role1_needs_n,role2_met_n,role2_needs_n,ceiling_n,turns,ended_by,last_moved,role1_spoke,role1_lost,role2_spoke,role2_lost,said,caught,partly,invented,wordlist_agreed,retries,ran_at
agreed-bridge-2-1788813963949,3,agreed,bridge-2,"Only Role 2 can see the crossing, and neither hears the other",gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,false,false,true,role1,false,,raised-none-none-one-struts-bare-footed-open,A raised crossing with struts and footed ends,ground nobody has described,,,high exposed open steady footed,,water,water,,,0,1,0,1,0,10,turn cap,7,5,0,5,0,10,4,9,6,0,0,2026-09-07T20:46:03.947Z
agreed-open-1788813376237,0,agreed,open,Everyone hears everything,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,true,role1,false,,raised-none-none-two-struts-bare-footed-open,"A raised crossing with two abreast, struts and footed ends",ground nobody has described,,,high exposed open many steady heavy footed,,water,water,,,0,1,0,1,0,10,turn cap,9,5,0,4,0,9,5,9,2,0,0,2026-09-07T20:36:16.236Z
agreed-open-1788813412502,2,agreed,open,Everyone hears everything,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,true,role1,false,,at-rail-none-one-none-rough-footed-open,"A crossing with a rail, a coarse surface and footed ends",water,,,low guarded sways light grip footed water,,water,water,water,water,1,1,1,1,0,10,turn cap,5,5,0,4,0,9,3,6,2,1,0,2026-09-07T20:36:52.500Z
agreed-open-1788813414306,3,agreed,open,Everyone hears everything,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,true,role1,false,,at-none-none-one-struts-rough-footed-open,"A crossing with struts, a coarse surface and footed ends",water,,,low exposed open steady grip footed water,,water,water,water,water,1,1,1,1,0,10,turn cap,7,5,0,3,0,8,2,7,5,0,0,2026-09-07T20:36:54.305Z
agreed-open-1788813438841,1,agreed,open,Everyone hears everything,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,true,role1,false,,raised-rail-none-two-struts-rough-footed-roof,"A raised crossing with a rail, two abreast, struts, a coarse surface, footed ends and a roof",water,,,high guarded many steady heavy grip footed sheltered water,,water,water,water,water,1,1,1,1,0,10,turn cap,8,5,0,5,0,10,1,9,10,1,0,2026-09-07T20:37:18.840Z
agreed-r1-blind-1788813524692,0,agreed,r1-blind,Role 1 cannot see the crossing,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,false,true,true,role1,false,,raised-rail-none-one-struts-rough-footed-open,"A raised crossing with a rail, struts, a coarse surface and footed ends",water,,,high guarded steady grip footed water,,water,water,water,water,1,1,1,1,0,10,turn cap,9,5,0,4,0,9,2,9,5,0,0,2026-09-07T20:38:44.690Z
agreed-r1-blind-1788813577958,1,agreed,r1-blind,Role 1 cannot see the crossing,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,false,true,true,role1,false,,at-rail-none-two-struts-bare-footed-open,"A crossing with a rail, two abreast, struts and footed ends",water,,,low guarded many steady heavy footed water,,water,water,water,water,1,1,1,1,0,10,turn cap,7,5,0,5,0,10,2,9,4,1,0,2026-09-07T20:39:37.956Z
agreed-r1-blind-1788813599602,2,agreed,r1-blind,Role 1 cannot see the crossing,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,false,true,true,role1,false,,at-none-none-one-none-rough-footed-open,A crossing with a coarse surface and footed ends,water,,,low exposed open sways light grip footed water,,water,water,water,water,1,1,1,1,0,10,turn cap,9,5,0,5,0,10,3,10,8,0,0,2026-09-07T20:39:59.601Z
agreed-r1-blind-1788813637474,3,agreed,r1-blind,Role 1 cannot see the crossing,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,false,true,true,role1,false,,at-rail-none-one-struts-rough-footed-open,"A crossing with a rail, struts, a coarse surface and footed ends",ground nobody has described,,,low guarded steady grip footed,,water,water,,,0,1,0,1,0,10,turn cap,7,5,0,5,0,10,2,9,4,0,0,2026-09-07T20:40:37.473Z
agreed-r2-blind-1788813475824,0,agreed,r2-blind,Role 2 cannot see the crossing,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,false,role1,false,,at-rail-none-one-none-rough-footed-open,"A crossing with a rail, a coarse surface and footed ends",water,,,low guarded sways light grip footed water,,water,water,water,water,1,1,1,1,0,10,they ran out of new things to say and it had stopped mattering,5,5,0,5,0,10,1,6,7,1,1,2026-09-07T20:37:55.823Z
agreed-r2-blind-1788813493948,1,agreed,r2-blind,Role 2 cannot see the crossing,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,false,role1,false,,raised-rail-none-two-struts-rough-footed-open,"A raised crossing with a rail, two abreast, struts, a coarse surface and footed ends",water,,,high guarded many steady heavy grip footed water,,water,water,water,water,1,1,1,1,0,10,turn cap,5,5,0,5,0,10,4,10,3,0,0,2026-09-07T20:38:13.946Z
agreed-r2-blind-1788813519117,3,agreed,r2-blind,Role 2 cannot see the crossing,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,false,role1,false,,raised-rail-none-two-struts-bare-footed-open,"A raised crossing with a rail, two abreast, struts and footed ends",water,,,high guarded many steady heavy footed water,,water,water,water,water,1,1,1,1,0,10,turn cap,7,5,0,5,0,10,2,8,5,0,0,2026-09-07T20:38:39.115Z
agreed-r2-blind-1788813530141,2,agreed,r2-blind,Role 2 cannot see the crossing,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,false,role1,false,,at-rail-none-two-struts-rough-footed-open,"A crossing with a rail, two abreast, struts, a coarse surface and footed ends",water,,,low guarded many steady heavy grip footed water,,water,water,water,water,1,1,1,1,0,10,turn cap,7,5,0,5,0,10,2,9,7,1,0,2026-09-07T20:38:50.140Z
agreed-silent-1788813956206,0,agreed,silent,Nothing comes back to either of them,gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,false,false,false,role1,false,,raised-rail-none-one-struts-rough-rested-open,"A raised crossing with a rail, struts and a coarse surface",water,,,high guarded steady grip water,,water,water,water,water,1,1,1,1,0,10,turn cap,6,5,0,5,0,10,2,8,5,1,0,2026-09-07T20:45:56.205Z
agreed-silent-1788814004929,1,agreed,silent,Nothing comes back to either of them,gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,false,false,false,role1,false,,at-rail-none-one-none-rough-footed-open,"A crossing with a rail, a coarse surface and footed ends",water,,,low guarded sways light grip footed water,,water,water,water,water,1,1,1,1,0,10,turn cap,8,5,0,5,0,10,3,9,5,0,0,2026-09-07T20:46:44.926Z
agreed-silent-1788814033423,2,agreed,silent,Nothing comes back to either of them,gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,false,false,false,role1,false,,raised-rail-none-one-struts-rough-footed-open,"A raised crossing with a rail, struts, a coarse surface and footed ends",water,,,high guarded steady grip footed water,,water,water,water,water,1,1,1,1,0,10,turn cap,9,5,0,5,0,10,3,9,3,1,0,2026-09-07T20:47:13.421Z
agreed-silent-1788814049113,3,agreed,silent,Nothing comes back to either of them,gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,false,false,false,role1,false,,at-rail-none-one-struts-rough-rested-open,"A crossing with a rail, struts and a coarse surface",water,,,low guarded steady grip water,,water,water,water,water,1,1,1,1,0,10,they ran out of new things to say and it had stopped mattering,5,5,0,5,0,10,4,7,6,1,0,2026-09-07T20:47:29.112Z
agreed-together-1788814007901,0,agreed,together,Conferring first,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,true,role1,false,6,at-rail-none-one-struts-bare-footed-open,"A crossing with a rail, struts and footed ends",ground nobody has described,,,low guarded steady footed,,water,water,,,0,1,0,1,0,7,they settled it between themselves and one of them carried it to the builder,7,4,0,3,0,1,0,1,1,0,0,2026-09-07T20:46:47.899Z
agreed-together-1788814024824,1,agreed,together,Conferring first,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,true,role1,false,6,at-rail-none-one-none-rough-rested-roof,"A crossing with a rail, a coarse surface and a roof",ground nobody has described,,,low guarded sways light grip sheltered,,water,water,,,0,1,0,1,0,7,they settled it between themselves and one of them carried it to the builder,7,3,0,4,0,1,1,1,0,0,0,2026-09-07T20:47:04.822Z
agreed-together-1788814063559,2,agreed,together,Conferring first,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,true,role1,false,6,at-rail-none-one-none-rough-rested-open,A crossing with a rail and a coarse surface,ground nobody has described,,,low guarded sways light grip,,water,water,,,0,1,0,1,0,7,they settled it between themselves and one of them carried it to the builder,7,4,0,3,0,1,1,1,0,0,0,2026-09-07T20:47:43.557Z
agreed-together-1788814082568,3,agreed,together,Conferring first,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,true,role1,false,6,at-rail-none-one-struts-rough-rested-open,"A crossing with a rail, struts and a coarse surface",water,,,low guarded steady grip water,,water,water,water,water,1,1,1,1,0,7,they settled it between themselves and one of them carried it to the builder,7,3,0,4,0,1,0,1,1,0,0,2026-09-07T20:48:02.566Z
agreed-words-1788813629539,0,agreed,words,They have only each other's words,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,false,true,false,role1,false,,raised-rail-none-two-struts-rough-rested-open,"A raised crossing with a rail, two abreast, struts and a coarse surface",water,,,high guarded many steady heavy grip water,,water,water,water,water,1,1,1,1,0,10,turn cap,7,5,0,5,0,10,3,7,2,0,0,2026-09-07T20:40:29.538Z
agreed-words-1788813643154,1,agreed,words,They have only each other's words,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,false,true,false,role1,false,,raised-rail-none-two-struts-bare-footed-open,"A raised crossing with a rail, two abreast, struts and footed ends",water,,,high guarded many steady heavy footed water,,water,water,water,water,1,1,1,1,0,10,turn cap,7,5,0,4,1,9,2,9,3,0,6,2026-09-07T20:40:43.154Z
agreed-words-1788813676266,2,agreed,words,They have only each other's words,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,false,true,false,role1,false,,raised-rail-none-one-none-rough-rested-open,A raised crossing with a rail and a coarse surface,water,,,high guarded sways light grip water,,water,water,water,water,1,1,1,1,0,10,turn cap,9,5,0,5,0,10,3,8,6,0,0,2026-09-07T20:41:16.265Z
agreed-words-1788813712052,3,agreed,words,They have only each other's words,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,false,true,false,role1,false,,at-rail-none-one-struts-rough-rested-roof,"A crossing with a rail, struts, a coarse surface and a roof",water,,,low guarded steady grip sheltered water,,water,water,water,water,1,1,1,1,0,10,turn cap,7,5,0,5,0,10,4,9,4,0,0,2026-09-07T20:41:52.051Z
loads-alone-1788813321330,1,loads,alone,Each alone,gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,true,false,true,role1,true,,at-none-none-one-struts-rough-footed-open,"A crossing with struts, a coarse surface and footed ends",water,at-none-none-one-struts-rough-footed-open,"A crossing with struts, a coarse surface and footed ends",low exposed open steady grip footed water,low exposed open steady grip footed,light,heavy,,,0,1,0,1,2,10,turn cap,6,5,0,3,2,8,3,8,2,0,13,2026-09-07T20:35:21.328Z
loads-alone-1788813326915,0,loads,alone,Each alone,gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,true,false,true,role1,true,,at-rail-tower-two-struts-rough-footed-open,"A crossing with a rail, a tower in the gap, two abreast, struts, a coarse surface and footed ends",water,at-rail-tower-two-struts-rough-footed-open,"A crossing with a rail, a tower in the gap, two abreast, struts, a coarse surface and footed ends",low guarded inGap many steady heavy grip footed water,low guarded inGap many steady heavy grip footed,light,heavy,,heavy,0,1,1,1,2,10,turn cap,9,5,0,3,2,8,2,8,6,0,12,2026-09-07T20:35:26.914Z
loads-alone-1788813340841,3,loads,alone,Each alone,gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,true,false,true,role1,true,,at-none-none-one-struts-rough-rested-open,A crossing with struts and a coarse surface,ground nobody has described,at-none-none-one-struts-bare-rested-open,A crossing with struts,low exposed open steady grip,low exposed open steady,light,heavy,,,0,1,0,1,2,10,turn cap,9,5,0,1,4,6,4,6,1,0,24,2026-09-07T20:35:40.839Z
loads-alone-1788813360325,2,loads,alone,Each alone,gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,true,false,true,role1,true,,at-rail-none-two-struts-rough-footed-open,"A crossing with a rail, two abreast, struts, a coarse surface and footed ends",water,at-none-none-two-struts-rough-footed-open,"A crossing with two abreast, struts, a coarse surface and footed ends",low guarded many steady heavy grip footed water,low exposed open many steady heavy grip footed water,light,heavy,,heavy,0,1,1,1,2,10,turn cap,8,5,0,4,1,9,3,8,5,0,6,2026-09-07T20:36:00.324Z
loads-bridge-1-1788813030802,0,loads,bridge-1,"Only Role 1 can see the crossing, and neither hears the other",gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,true,false,false,role1,false,,raised-rail-none-one-struts-bare-footed-open,"A raised crossing with a rail, struts and footed ends",water,,,high guarded steady footed water,,light,heavy,,,0,1,0,1,2,10,turn cap,7,5,0,5,0,10,1,9,4,0,0,2026-09-07T20:30:30.801Z
loads-bridge-1-1788813041029,1,loads,bridge-1,"Only Role 1 can see the crossing, and neither hears the other",gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,true,false,false,role1,false,,at-none-tower-one-struts-bare-rested-open,A crossing with a tower in the gap and struts,ground nobody has described,,,low exposed open inGap steady heavy,,light,heavy,,heavy,0,1,1,1,2,10,turn cap,9,5,0,5,0,10,2,9,3,0,1,2026-09-07T20:30:41.027Z
loads-bridge-1-1788813053712,2,loads,bridge-1,"Only Role 1 can see the crossing, and neither hears the other",gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,true,false,false,role1,false,,at-rail-tower-one-none-rough-rested-open,"A crossing with a rail, a tower in the gap and a coarse surface",water,,,low guarded inGap steady heavy light grip water,,light,heavy,light,heavy,1,1,1,1,2,10,turn cap,7,5,0,5,0,10,2,8,8,0,0,2026-09-07T20:30:53.710Z
loads-bridge-1-1788813068194,3,loads,bridge-1,"Only Role 1 can see the crossing, and neither hears the other",gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,true,false,false,role1,false,,at-none-none-one-struts-bare-footed-roof,"A crossing with struts, footed ends and a roof",water at the bottom of a drop,,,low exposed open steady footed sheltered water rock,,light,heavy,,,0,1,0,1,2,10,turn cap,10,5,0,5,0,10,0,8,3,1,0,2026-09-07T20:31:08.193Z
loads-bridge-1788812946399,2,loads,bridge,They have only the crossing,gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,true,false,true,role1,false,,at-rail-none-one-struts-rough-rested-open,"A crossing with a rail, struts and a coarse surface",water,,,low guarded steady grip water,,light,heavy,,,0,1,0,1,2,10,turn cap,9,5,0,1,4,6,2,5,4,0,24,2026-09-07T20:29:06.398Z
loads-bridge-1788812961538,0,loads,bridge,They have only the crossing,gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,true,false,true,role1,false,,at-none-none-one-struts-rough-footed-open,"A crossing with struts, a coarse surface and footed ends",a drop in rock,,,low exposed open steady grip footed rock,,light,heavy,,,0,1,0,1,2,10,turn cap,5,5,0,3,2,8,5,8,2,0,12,2026-09-07T20:29:21.537Z
loads-bridge-1788812966179,3,loads,bridge,They have only the crossing,gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,true,false,true,role1,false,,at-none-none-one-struts-rough-rested-open,A crossing with struts and a coarse surface,water,,,low exposed open steady grip water,,light,heavy,,,0,1,0,1,2,10,turn cap,9,5,0,3,2,8,1,8,3,1,12,2026-09-07T20:29:26.178Z
loads-bridge-1788812988216,1,loads,bridge,They have only the crossing,gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,true,false,true,role1,false,,at-rail-post-two-struts-rough-footed-open,"A crossing with a rail, a post in the gap, two abreast, struts, a coarse surface and footed ends",water,,,low guarded inGap many steady heavy grip footed water,,light,heavy,,heavy,0,1,1,1,2,10,turn cap,9,5,0,4,1,9,3,9,3,1,7,2026-09-07T20:29:48.215Z
loads-bridge-2-1788813103338,0,loads,bridge-2,"Only Role 2 can see the crossing, and neither hears the other",gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,false,false,true,role1,false,,raised-none-none-one-struts-rough-footed-roof,"A raised crossing with struts, a coarse surface, footed ends and a roof",water,,,high exposed open steady grip footed sheltered water,,light,heavy,,,0,1,0,1,2,10,turn cap,9,5,0,4,1,9,3,8,3,0,11,2026-09-07T20:31:43.338Z
loads-bridge-2-1788813125847,1,loads,bridge-2,"Only Role 2 can see the crossing, and neither hears the other",gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,false,false,true,role1,false,,raised-rail-none-two-struts-bare-footed-roof,"A raised crossing with a rail, two abreast, struts, footed ends and a roof",ground nobody has described,,,high guarded many steady heavy footed sheltered,,light,heavy,,heavy,0,1,1,1,2,10,turn cap,10,5,0,3,2,8,3,8,2,0,12,2026-09-07T20:32:05.846Z
loads-bridge-2-1788813129359,2,loads,bridge-2,"Only Role 2 can see the crossing, and neither hears the other",gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,false,false,true,role1,false,,braced,A braced walkway,water,,,low guarded many steady heavy water,,light,heavy,,heavy,0,1,1,1,2,10,turn cap,3,5,0,1,4,6,1,6,1,1,24,2026-09-07T20:32:09.358Z
loads-bridge-2-1788813146551,3,loads,bridge-2,"Only Role 2 can see the crossing, and neither hears the other",gpt-4o,claude-opus-5,gemini-flash-lite-latest,false,false,false,true,role1,false,,at-rail-none-one-struts-rough-footed-open,"A crossing with a rail, struts, a coarse surface and footed ends",water,,,low guarded steady grip footed water,,light,heavy,,,0,1,0,1,2,10,turn cap,9,5,0,4,1,9,3,8,3,1,6,2026-09-07T20:32:26.550Z
loads-open-1788812613327,0,loads,open,Everyone hears everything,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,true,role1,false,,trestle,A timber trestle,water at the bottom of a drop,,,low guarded inGap many steady heavy water rock,,light,heavy,,heavy,0,1,1,1,2,10,turn cap,5,5,0,5,0,10,1,8,3,0,0,2026-09-07T20:23:33.326Z
loads-open-1788812661071,1,loads,open,Everyone hears everything,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,true,role1,false,,at-none-none-two-struts-rough-footed-open,"A crossing with two abreast, struts, a coarse surface and footed ends",water,,,low exposed open many steady heavy grip footed water,,light,heavy,,heavy,0,1,1,1,2,10,turn cap,8,5,0,5,0,10,4,8,3,0,0,2026-09-07T20:24:21.068Z
loads-open-1788812685915,3,loads,open,Everyone hears everything,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,true,role1,false,,trestle,A timber trestle,ground nobody has described,,,low guarded inGap many steady heavy,,light,heavy,,heavy,0,1,1,1,2,10,turn cap,10,5,0,3,2,8,2,5,3,0,12,2026-09-07T20:24:45.912Z
loads-open-1788812701487,2,loads,open,Everyone hears everything,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,true,true,true,role1,false,,at-none-none-two-struts-bare-footed-open,"A crossing with two abreast, struts and footed ends",water,,,low exposed open many steady heavy footed water,,light,heavy,,heavy,0,1,1,1,2,10,turn cap,9,5,0,5,0,10,1,6,5,1,2,2026-09-07T20:25:01.485Z
loads-r1-blind-1788812751661,2,loads,r1-blind,Role 1 cannot see the crossing,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,false,true,true,role1,false,,at-rail-none-one-struts-bare-rested-open,A crossing with a rail and struts,ground nobody has described,,,low guarded steady,,light,heavy,,,0,1,0,1,2,6,turn cap,5,3,0,0,3,3,0,3,1,0,18,2026-09-07T20:25:51.660Z
loads-r1-blind-1788812792914,1,loads,r1-blind,Role 1 cannot see the crossing,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,false,true,true,role1,false,,at-none-none-one-struts-rough-rested-open,A crossing with struts and a coarse surface,water,,,low exposed open steady grip water,,light,heavy,,,0,1,0,1,2,10,turn cap,3,5,0,3,2,8,3,8,3,0,12,2026-09-07T20:26:32.913Z
loads-r1-blind-1788812819905,0,loads,r1-blind,Role 1 cannot see the crossing,gpt-4o,claude-opus-5,gemini-flash-lite-latest,true,false,true,true,role1,false,,raised-rail-none-two-struts-rough-footed-open,"A raised crossing with a rail, two abreast, struts, a coarse surface and footed ends",water at the bottom of a drop,,,high guarded many steady heavy grip footed water rock,,light,heavy,,heavy,0,1,1,1,2,10,turn cap,6,5,0,4,1,9,1,9,5,0,12,2026-09-07T20:26:59.904Z
