run_id,cast,argument,case,role,need,need_meaning,met
loads-r2-blind-1788812759913,3,loads,r2-blind,role1,light,it needs to hold one person only,0
loads-r2-blind-1788812759913,3,loads,r2-blind,role2,heavy,it needs to take loads and carts,1
loads-r2-blind-1788812783307,2,loads,r2-blind,role1,light,it needs to hold one person only,0
loads-r2-blind-1788812783307,2,loads,r2-blind,role2,heavy,it needs to take loads and carts,0
loads-silent-1788813171177,0,loads,silent,role1,light,it needs to hold one person only,1
loads-silent-1788813171177,0,loads,silent,role2,heavy,it needs to take loads and carts,0
loads-silent-1788813213812,1,loads,silent,role1,light,it needs to hold one person only,0
loads-silent-1788813213812,1,loads,silent,role2,heavy,it needs to take loads and carts,0
loads-silent-1788813220726,2,loads,silent,role1,light,it needs to hold one person only,0
loads-silent-1788813220726,2,loads,silent,role2,heavy,it needs to take loads and carts,0
loads-silent-1788813228953,3,loads,silent,role1,light,it needs to hold one person only,0
loads-silent-1788813228953,3,loads,silent,role2,heavy,it needs to take loads and carts,0
loads-together-1788813198767,0,loads,together,role1,light,it needs to hold one person only,0
loads-together-1788813198767,0,loads,together,role2,heavy,it needs to take loads and carts,1
loads-together-1788813259990,2,loads,together,role1,light,it needs to hold one person only,0
loads-together-1788813259990,2,loads,together,role2,heavy,it needs to take loads and carts,0
loads-together-1788813270357,1,loads,together,role1,light,it needs to hold one person only,0
loads-together-1788813270357,1,loads,together,role2,heavy,it needs to take loads and carts,0
loads-together-1788813285439,3,loads,together,role1,light,it needs to hold one person only,0
loads-together-1788813285439,3,loads,together,role2,heavy,it needs to take loads and carts,1
loads-words-1788812863558,0,loads,words,role1,light,it needs to hold one person only,0
loads-words-1788812863558,0,loads,words,role2,heavy,it needs to take loads and carts,0
loads-words-1788812876815,1,loads,words,role1,light,it needs to hold one person only,0
loads-words-1788812876815,1,loads,words,role2,heavy,it needs to take loads and carts,1
loads-words-1788812884504,2,loads,words,role1,light,it needs to hold one person only,0
loads-words-1788812884504,2,loads,words,role2,heavy,it needs to take loads and carts,1
loads-words-1788812917479,3,loads,words,role1,light,it needs to hold one person only,0
loads-words-1788812917479,3,loads,words,role2,heavy,it needs to take loads and carts,1
pairs-alone-1788814913263,0,pairs,alone,role1,heavy,it needs to take loads and carts,1
pairs-alone-1788814913263,0,pairs,alone,role1,many,a great deal of material goes into it,1
pairs-alone-1788814913263,0,pairs,alone,role2,light,it needs to hold one person only,0
pairs-alone-1788814913263,0,pairs,alone,role2,guarded,something at the hand; an edge to hold,1
pairs-alone-1788814923572,1,pairs,alone,role1,heavy,it needs to take loads and carts,1
pairs-alone-1788814923572,1,pairs,alone,role1,many,a great deal of material goes into it,1
pairs-alone-1788814923572,1,pairs,alone,role2,light,it needs to hold one person only,0
pairs-alone-1788814923572,1,pairs,alone,role2,guarded,something at the hand; an edge to hold,1
pairs-alone-1788814947993,2,pairs,alone,role1,heavy,it needs to take loads and carts,1
pairs-alone-1788814947993,2,pairs,alone,role1,many,a great deal of material goes into it,1
pairs-alone-1788814947993,2,pairs,alone,role2,light,it needs to hold one person only,0
pairs-alone-1788814947993,2,pairs,alone,role2,guarded,something at the hand; an edge to hold,1
pairs-alone-1788814970044,3,pairs,alone,role1,heavy,it needs to take loads and carts,1
pairs-alone-1788814970044,3,pairs,alone,role1,many,a great deal of material goes into it,1
pairs-alone-1788814970044,3,pairs,alone,role2,light,it needs to hold one person only,0
pairs-alone-1788814970044,3,pairs,alone,role2,guarded,something at the hand; an edge to hold,1
pairs-bridge-1-1788814619254,0,pairs,bridge-1,role1,heavy,it needs to take loads and carts,1
pairs-bridge-1-1788814619254,0,pairs,bridge-1,role1,many,a great deal of material goes into it,1
pairs-bridge-1-1788814619254,0,pairs,bridge-1,role2,light,it needs to hold one person only,0
pairs-bridge-1-1788814619254,0,pairs,bridge-1,role2,guarded,something at the hand; an edge to hold,1
pairs-bridge-1-1788814626216,1,pairs,bridge-1,role1,heavy,it needs to take loads and carts,0
pairs-bridge-1-1788814626216,1,pairs,bridge-1,role1,many,a great deal of material goes into it,1
pairs-bridge-1-1788814626216,1,pairs,bridge-1,role2,light,it needs to hold one person only,0
pairs-bridge-1-1788814626216,1,pairs,bridge-1,role2,guarded,something at the hand; an edge to hold,0
pairs-bridge-1-1788814659014,2,pairs,bridge-1,role1,heavy,it needs to take loads and carts,0
pairs-bridge-1-1788814659014,2,pairs,bridge-1,role1,many,a great deal of material goes into it,0
pairs-bridge-1-1788814659014,2,pairs,bridge-1,role2,light,it needs to hold one person only,0
pairs-bridge-1-1788814659014,2,pairs,bridge-1,role2,guarded,something at the hand; an edge to hold,1
pairs-bridge-1-1788814677191,3,pairs,bridge-1,role1,heavy,it needs to take loads and carts,0
pairs-bridge-1-1788814677191,3,pairs,bridge-1,role1,many,a great deal of material goes into it,0
pairs-bridge-1-1788814677191,3,pairs,bridge-1,role2,light,it needs to hold one person only,0
pairs-bridge-1-1788814677191,3,pairs,bridge-1,role2,guarded,something at the hand; an edge to hold,1
pairs-bridge-1788814522020,0,pairs,bridge,role1,heavy,it needs to take loads and carts,0
pairs-bridge-1788814522020,0,pairs,bridge,role1,many,a great deal of material goes into it,0
pairs-bridge-1788814522020,0,pairs,bridge,role2,light,it needs to hold one person only,1
pairs-bridge-1788814522020,0,pairs,bridge,role2,guarded,something at the hand; an edge to hold,1
pairs-bridge-1788814564610,1,pairs,bridge,role1,heavy,it needs to take loads and carts,1
pairs-bridge-1788814564610,1,pairs,bridge,role1,many,a great deal of material goes into it,1
pairs-bridge-1788814564610,1,pairs,bridge,role2,light,it needs to hold one person only,0
pairs-bridge-1788814564610,1,pairs,bridge,role2,guarded,something at the hand; an edge to hold,1
pairs-bridge-1788814577309,2,pairs,bridge,role1,heavy,it needs to take loads and carts,1
pairs-bridge-1788814577309,2,pairs,bridge,role1,many,a great deal of material goes into it,1
pairs-bridge-1788814577309,2,pairs,bridge,role2,light,it needs to hold one person only,0
pairs-bridge-1788814577309,2,pairs,bridge,role2,guarded,something at the hand; an edge to hold,1
pairs-bridge-1788814602075,3,pairs,bridge,role1,heavy,it needs to take loads and carts,0
pairs-bridge-1788814602075,3,pairs,bridge,role1,many,a great deal of material goes into it,0
pairs-bridge-1788814602075,3,pairs,bridge,role2,light,it needs to hold one person only,0
pairs-bridge-1788814602075,3,pairs,bridge,role2,guarded,something at the hand; an edge to hold,1
pairs-bridge-2-1788814713174,1,pairs,bridge-2,role1,heavy,it needs to take loads and carts,0
pairs-bridge-2-1788814713174,1,pairs,bridge-2,role1,many,a great deal of material goes into it,0
pairs-bridge-2-1788814713174,1,pairs,bridge-2,role2,light,it needs to hold one person only,0
pairs-bridge-2-1788814713174,1,pairs,bridge-2,role2,guarded,something at the hand; an edge to hold,1
pairs-bridge-2-1788814724117,0,pairs,bridge-2,role1,heavy,it needs to take loads and carts,0
pairs-bridge-2-1788814724117,0,pairs,bridge-2,role1,many,a great deal of material goes into it,0
pairs-bridge-2-1788814724117,0,pairs,bridge-2,role2,light,it needs to hold one person only,0
pairs-bridge-2-1788814724117,0,pairs,bridge-2,role2,guarded,something at the hand; an edge to hold,1
pairs-bridge-2-1788814735125,2,pairs,bridge-2,role1,heavy,it needs to take loads and carts,1
pairs-bridge-2-1788814735125,2,pairs,bridge-2,role1,many,a great deal of material goes into it,1
pairs-bridge-2-1788814735125,2,pairs,bridge-2,role2,light,it needs to hold one person only,0
pairs-bridge-2-1788814735125,2,pairs,bridge-2,role2,guarded,something at the hand; an edge to hold,1
pairs-bridge-2-1788814745890,3,pairs,bridge-2,role1,heavy,it needs to take loads and carts,1
pairs-bridge-2-1788814745890,3,pairs,bridge-2,role1,many,a great deal of material goes into it,1
pairs-bridge-2-1788814745890,3,pairs,bridge-2,role2,light,it needs to hold one person only,0
pairs-bridge-2-1788814745890,3,pairs,bridge-2,role2,guarded,something at the hand; an edge to hold,1
pairs-open-1788814208062,0,pairs,open,role1,heavy,it needs to take loads and carts,1
pairs-open-1788814208062,0,pairs,open,role1,many,a great deal of material goes into it,1
pairs-open-1788814208062,0,pairs,open,role2,light,it needs to hold one person only,0
pairs-open-1788814208062,0,pairs,open,role2,guarded,something at the hand; an edge to hold,1
pairs-open-1788814234175,1,pairs,open,role1,heavy,it needs to take loads and carts,0
pairs-open-1788814234175,1,pairs,open,role1,many,a great deal of material goes into it,0
pairs-open-1788814234175,1,pairs,open,role2,light,it needs to hold one person only,0
pairs-open-1788814234175,1,pairs,open,role2,guarded,something at the hand; an edge to hold,1
pairs-open-1788814249804,2,pairs,open,role1,heavy,it needs to take loads and carts,0
pairs-open-1788814249804,2,pairs,open,role1,many,a great deal of material goes into it,1
pairs-open-1788814249804,2,pairs,open,role2,light,it needs to hold one person only,0
pairs-open-1788814249804,2,pairs,open,role2,guarded,something at the hand; an edge to hold,1
pairs-open-1788814293170,3,pairs,open,role1,heavy,it needs to take loads and carts,1
pairs-open-1788814293170,3,pairs,open,role1,many,a great deal of material goes into it,1
pairs-open-1788814293170,3,pairs,open,role2,light,it needs to hold one person only,0
pairs-open-1788814293170,3,pairs,open,role2,guarded,something at the hand; an edge to hold,1
pairs-r1-blind-1788814397416,0,pairs,r1-blind,role1,heavy,it needs to take loads and carts,1
pairs-r1-blind-1788814397416,0,pairs,r1-blind,role1,many,a great deal of material goes into it,1
pairs-r1-blind-1788814397416,0,pairs,r1-blind,role2,light,it needs to hold one person only,0
pairs-r1-blind-1788814397416,0,pairs,r1-blind,role2,guarded,something at the hand; an edge to hold,0
pairs-r1-blind-1788814411479,1,pairs,r1-blind,role1,heavy,it needs to take loads and carts,1
pairs-r1-blind-1788814411479,1,pairs,r1-blind,role1,many,a great deal of material goes into it,1
pairs-r1-blind-1788814411479,1,pairs,r1-blind,role2,light,it needs to hold one person only,0
pairs-r1-blind-1788814411479,1,pairs,r1-blind,role2,guarded,something at the hand; an edge to hold,1
pairs-r1-blind-1788814423377,3,pairs,r1-blind,role1,heavy,it needs to take loads and carts,0
pairs-r1-blind-1788814423377,3,pairs,r1-blind,role1,many,a great deal of material goes into it,0
pairs-r1-blind-1788814423377,3,pairs,r1-blind,role2,light,it needs to hold one person only,0
pairs-r1-blind-1788814423377,3,pairs,r1-blind,role2,guarded,something at the hand; an edge to hold,1
pairs-r1-blind-1788814449131,2,pairs,r1-blind,role1,heavy,it needs to take loads and carts,1
pairs-r1-blind-1788814449131,2,pairs,r1-blind,role1,many,a great deal of material goes into it,1
pairs-r1-blind-1788814449131,2,pairs,r1-blind,role2,light,it needs to hold one person only,0
pairs-r1-blind-1788814449131,2,pairs,r1-blind,role2,guarded,something at the hand; an edge to hold,1
pairs-r2-blind-1788814280321,0,pairs,r2-blind,role1,heavy,it needs to take loads and carts,1
pairs-r2-blind-1788814280321,0,pairs,r2-blind,role1,many,a great deal of material goes into it,1
pairs-r2-blind-1788814280321,0,pairs,r2-blind,role2,light,it needs to hold one person only,0
pairs-r2-blind-1788814280321,0,pairs,r2-blind,role2,guarded,something at the hand; an edge to hold,1
pairs-r2-blind-1788814317632,1,pairs,r2-blind,role1,heavy,it needs to take loads and carts,0
pairs-r2-blind-1788814317632,1,pairs,r2-blind,role1,many,a great deal of material goes into it,0
pairs-r2-blind-1788814317632,1,pairs,r2-blind,role2,light,it needs to hold one person only,0
pairs-r2-blind-1788814317632,1,pairs,r2-blind,role2,guarded,something at the hand; an edge to hold,1
pairs-r2-blind-1788814323167,3,pairs,r2-blind,role1,heavy,it needs to take loads and carts,0
pairs-r2-blind-1788814323167,3,pairs,r2-blind,role1,many,a great deal of material goes into it,0
pairs-r2-blind-1788814323167,3,pairs,r2-blind,role2,light,it needs to hold one person only,0
pairs-r2-blind-1788814323167,3,pairs,r2-blind,role2,guarded,something at the hand; an edge to hold,1
pairs-r2-blind-1788814328139,2,pairs,r2-blind,role1,heavy,it needs to take loads and carts,0
pairs-r2-blind-1788814328139,2,pairs,r2-blind,role1,many,a great deal of material goes into it,0
pairs-r2-blind-1788814328139,2,pairs,r2-blind,role2,light,it needs to hold one person only,0
pairs-r2-blind-1788814328139,2,pairs,r2-blind,role2,guarded,something at the hand; an edge to hold,1
pairs-silent-1788814766841,0,pairs,silent,role1,heavy,it needs to take loads and carts,1
pairs-silent-1788814766841,0,pairs,silent,role1,many,a great deal of material goes into it,1
pairs-silent-1788814766841,0,pairs,silent,role2,light,it needs to hold one person only,0
pairs-silent-1788814766841,0,pairs,silent,role2,guarded,something at the hand; an edge to hold,1
pairs-silent-1788814825198,1,pairs,silent,role1,heavy,it needs to take loads and carts,0
pairs-silent-1788814825198,1,pairs,silent,role1,many,a great deal of material goes into it,0
pairs-silent-1788814825198,1,pairs,silent,role2,light,it needs to hold one person only,1
pairs-silent-1788814825198,1,pairs,silent,role2,guarded,something at the hand; an edge to hold,1
pairs-silent-1788814825447,2,pairs,silent,role1,heavy,it needs to take loads and carts,0
pairs-silent-1788814825447,2,pairs,silent,role1,many,a great deal of material goes into it,0
pairs-silent-1788814825447,2,pairs,silent,role2,light,it needs to hold one person only,0
pairs-silent-1788814825447,2,pairs,silent,role2,guarded,something at the hand; an edge to hold,1
pairs-silent-1788814831783,3,pairs,silent,role1,heavy,it needs to take loads and carts,1
pairs-silent-1788814831783,3,pairs,silent,role1,many,a great deal of material goes into it,1
pairs-silent-1788814831783,3,pairs,silent,role2,light,it needs to hold one person only,0
pairs-silent-1788814831783,3,pairs,silent,role2,guarded,something at the hand; an edge to hold,1
pairs-together-1788814800364,0,pairs,together,role1,heavy,it needs to take loads and carts,0
pairs-together-1788814800364,0,pairs,together,role1,many,a great deal of material goes into it,0
pairs-together-1788814800364,0,pairs,together,role2,light,it needs to hold one person only,0
pairs-together-1788814800364,0,pairs,together,role2,guarded,something at the hand; an edge to hold,0
pairs-together-1788814840935,1,pairs,together,role1,heavy,it needs to take loads and carts,0
pairs-together-1788814840935,1,pairs,together,role1,many,a great deal of material goes into it,1
pairs-together-1788814840935,1,pairs,together,role2,light,it needs to hold one person only,0
pairs-together-1788814840935,1,pairs,together,role2,guarded,something at the hand; an edge to hold,1
pairs-together-1788814861877,2,pairs,together,role1,heavy,it needs to take loads and carts,0
pairs-together-1788814861877,2,pairs,together,role1,many,a great deal of material goes into it,0
pairs-together-1788814861877,2,pairs,together,role2,light,it needs to hold one person only,1
pairs-together-1788814861877,2,pairs,together,role2,guarded,something at the hand; an edge to hold,0
pairs-together-1788814887541,3,pairs,together,role1,heavy,it needs to take loads and carts,0
pairs-together-1788814887541,3,pairs,together,role1,many,a great deal of material goes into it,0
pairs-together-1788814887541,3,pairs,together,role2,light,it needs to hold one person only,1
pairs-together-1788814887541,3,pairs,together,role2,guarded,something at the hand; an edge to hold,0
pairs-words-1788814413535,0,pairs,words,role1,heavy,it needs to take loads and carts,0
pairs-words-1788814413535,0,pairs,words,role1,many,a great deal of material goes into it,0
pairs-words-1788814413535,0,pairs,words,role2,light,it needs to hold one person only,1
pairs-words-1788814413535,0,pairs,words,role2,guarded,something at the hand; an edge to hold,1
pairs-words-1788814477019,3,pairs,words,role1,heavy,it needs to take loads and carts,1
pairs-words-1788814477019,3,pairs,words,role1,many,a great deal of material goes into it,1
pairs-words-1788814477019,3,pairs,words,role2,light,it needs to hold one person only,0
pairs-words-1788814477019,3,pairs,words,role2,guarded,something at the hand; an edge to hold,1
pairs-words-1788814497040,1,pairs,words,role1,heavy,it needs to take loads and carts,0
pairs-words-1788814497040,1,pairs,words,role1,many,a great deal of material goes into it,1
pairs-words-1788814497040,1,pairs,words,role2,light,it needs to hold one person only,0
pairs-words-1788814497040,1,pairs,words,role2,guarded,something at the hand; an edge to hold,1
pairs-words-1788814517692,2,pairs,words,role1,heavy,it needs to take loads and carts,1
pairs-words-1788814517692,2,pairs,words,role1,many,a great deal of material goes into it,1
pairs-words-1788814517692,2,pairs,words,role2,light,it needs to hold one person only,0
pairs-words-1788814517692,2,pairs,words,role2,guarded,something at the hand; an edge to hold,1
places-alone-1788812556705,1,places,alone,role1,low,"level with where we stand, no climbing",0
places-alone-1788812556705,1,places,alone,role1,minimal,as little built as possible,0
places-alone-1788812556705,1,places,alone,role2,high,it is raised above where we stand,1
places-alone-1788812556705,1,places,alone,role2,light,it needs to hold one person only,0
places-alone-1788812586852,0,places,alone,role1,low,"level with where we stand, no climbing",1
places-alone-1788812586852,0,places,alone,role1,minimal,as little built as possible,0
places-alone-1788812586852,0,places,alone,role2,high,it is raised above where we stand,1
places-alone-1788812586852,0,places,alone,role2,light,it needs to hold one person only,1
places-alone-1788812596124,2,places,alone,role1,low,"level with where we stand, no climbing",1
places-alone-1788812596124,2,places,alone,role1,minimal,as little built as possible,0
places-alone-1788812596124,2,places,alone,role2,high,it is raised above where we stand,0
places-alone-1788812596124,2,places,alone,role2,light,it needs to hold one person only,1
places-alone-1788812602536,3,places,alone,role1,low,"level with where we stand, no climbing",0
places-alone-1788812602536,3,places,alone,role1,minimal,as little built as possible,0
places-alone-1788812602536,3,places,alone,role2,high,it is raised above where we stand,1
places-alone-1788812602536,3,places,alone,role2,light,it needs to hold one person only,0
places-bridge-1-1788812258488,2,places,bridge-1,role1,low,"level with where we stand, no climbing",0
places-bridge-1-1788812258488,2,places,bridge-1,role1,minimal,as little built as possible,0
